2948,CURSED_SOLDIER,Cursed Soldier,Cursed Soldier,110,18574,5000,1907,1851,9,1258,1971,85,35,81,50,64,56,178,23,9,9,1,1,69,3477,150,1960,576,420,0,0,0,0,0,0,0,6672,1000,957,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,CURSED_SENTINEL,Cursed Sentinel,Cursed Sentinel,110,14099,1000,1634,1346,2,1347,1906,84,41,120,65,66,41,107,26,2,2,1,1,69,3205,175,914,1344,384,0,0,0,0,0,0,0,6672,1000,934,2500,1097,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,BROKEN_MIND,Broken Mind,Broken Mind,110,13520,1000,1545,1557,1,1259,1799,67,27,69,37,36,10,64,5,1,1,1,6,67,3205,200,720,920,200,0,0,0,0,0,0,0,6672,1000,6086,2500,683,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,FLOATING_WORD,Floating Word,Floating Word,110,11276,1000,1166,1034,1,1080,1509,93,40,111,90,60,70,139,65,12,12,0,6,68,3205,150,972,648,432,0,0,0,0,0,0,0,6672,1000,938,3000,947,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,LIKE_LOVE,Like Love,Like Love,110,14008,1,1505,167,2,1182,1183,64,51,62,27,25,55,102,20,12,12,1,6,64,3205,150,1056,1056,336,0,0,0,0,0,0,0,6672,1000,929,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,CURSED_MEMORY,Cursed Memory,Cursed Memory,110,18045,1,1802,1263,1,1310,1867,89,28,87,38,58,5,82,10,12,12,1,1,68,3205,350,1768,500,192,0,0,0,0,0,0,0,6672,1000,957,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,COLORLESS_VOW,Colorless Vow,Colorless Vow,110,19194,1,1939,1881,1,1478,2121,95,41,84,35,60,20,85,15,12,12,1,1,69,3205,350,576,500,576,0,0,0,0,0,0,0,6672,1000,958,3500,1063,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,OLD_FRIENDSHIP,Old Friendship,Old Friendship,110,12614,1,1306,1328,1,1147,1638,78,5,56,12,19,11,30,10,12,12,1,1,49,3205,250,2456,912,504,0,0,0,0,0,0,0,6672,1000,958,3500,1098,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,SWEET_SLAUGHTER,Sweet Slaughter,Sweet Slaughter,110,13986,1,1960,1587,1,1216,1709,125,10,121,48,40,31,125,32,12,12,1,1,29,3205,350,528,1000,396,0,0,0,0,0,0,0,6672,1000,929,2000,682,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,FORGOTTEN_NAME,Forgotten Name,Forgotten Name,120,19546,1,1505,1485,2,1093,1520,111,38,121,29,51,43,100,3,12,12,1,1,49,3205,155,874,1152,480,0,0,0,0,0,0,0,6672,1000,683,5000,682,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,FATAL_DAYS,Fatal Days,Fatal Days,120,24240,1,2052,2026,2,1025,1428,72,15,100,71,63,85,115,37,12,12,1,1,67,3205,200,260,1000,500,0,0,0,0,0,0,0,6672,1000,1083,2500,1050,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,TORTUROUS_REDEEMER,Torturous Redeemer,Torturous Redeemer,120,103342,1,10590,8378,1,1253,1753,144,28,133,69,72,55,165,44,12,12,1,1,67,15797,100,768,768,576,198262,0,0,0,0,0,0,6672,10000,6672,10000,923,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,E_TORTUROUS_REDEEMER,Torturous Redeemer,Torturous Redeemer,120,103342,1,10590,8378,1,1253,1753,144,28,133,69,72,55,165,44,12,12,1,1,67,15797,100,768,768,576,198262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

